unique_reference_number,authority_code,establishment_type_code,pupil_number,pupil_boys,pupil_girls,gender_type,gender_category,religious_type,religious_classification,percent_pupil_boys,percent_pupil_girls,percent_ehc_plan,percent_sen_support,percent_english_language,percent_not_english_language,percent_free_school_meals,rating
102423,312,2,435,215,220,3,Mixed,4,Roman Catholic,49,50,3,6,69,31,11,Good
102424,312,2,225,102,123,3,Mixed,4,Roman Catholic,45,54,1,12,47,52,22,Good
102425,312,2,237,120,117,3,Mixed,4,Roman Catholic,50,49,2,9,54,46,13,Outstanding
102426,312,2,681,350,331,3,Mixed,4,Roman Catholic,51,48,1,12,78,20,6,Outstanding
102430,312,5,605,312,293,3,Mixed,2,Not applicable,51,48,3,13,44,55,15,Outstanding
102432,312,5,406,212,194,3,Mixed,2,Not applicable,52,47,1,15,12,87,26,Good
102433,312,5,351,181,170,3,Mixed,2,Not applicable,51,48,1,12,27,72,18,Good
102434,312,5,223,117,106,3,Mixed,2,Not applicable,52,47,2,9,33,66,17,Good
102435,312,5,221,115,106,3,Mixed,2,Not applicable,52,48,5,20,37,62,23,Good
102438,312,2,207,90,117,3,Mixed,1,Church of England,43,56,3,13,68,31,27,Requires improvement
102439,312,5,674,349,325,3,Mixed,2,Not applicable,51,48,4,12,39,60,17,Good
102449,312,5,1232,768,464,3,Mixed,2,Not applicable,62,37,3,10,66,33,38,Good
102451,312,5,1277,681,596,3,Mixed,2,Not applicable,53,46,3,9,21,78,42,Good
102462,312,7,254,176,78,3,Mixed,2,Not applicable,69,30,100,0,76,23,45,Good
102464,312,8,99,72,27,3,Mixed,4,Roman Catholic,72,27,100,0,70,29,36,Good
102465,312,7,189,143,46,3,Mixed,2,Not applicable,75,24,100,0,55,44,36,Good
102470,313,1,460,226,234,3,Mixed,2,Not applicable,49,50,1,10,35,64,15,Good
102471,313,1,334,167,167,3,Mixed,2,Not applicable,50,50,0,13,34,64,30,Outstanding
102472,313,1,185,79,106,3,Mixed,2,Not applicable,42,57,3,16,49,50,30,Good
102484,313,1,424,225,199,3,Mixed,2,Not applicable,53,46,2,10,46,54,19,Outstanding
102485,313,1,428,230,198,3,Mixed,2,Not applicable,53,46,2,9,65,34,17,Outstanding
102486,313,1,349,177,172,3,Mixed,2,Not applicable,50,49,0,15,41,58,33,Requires improvement
102491,313,1,1088,558,530,3,Mixed,2,Not applicable,51,48,4,14,18,81,22,Good
102492,313,1,901,465,436,3,Mixed,2,Not applicable,51,48,1,18,58,41,20,Good
102493,313,1,647,343,304,3,Mixed,2,Not applicable,53,47,3,14,31,68,23,Outstanding
102494,313,1,637,326,311,3,Mixed,2,Not applicable,51,48,2,15,54,45,22,Good
102496,313,1,326,163,163,3,Mixed,2,Not applicable,50,50,3,19,15,84,22,Good
102500,313,1,278,144,134,3,Mixed,2,Not applicable,51,48,2,10,16,83,15,Outstanding
102503,313,1,323,163,160,3,Mixed,2,Not applicable,50,49,10,14,52,48,25,Good
102504,313,1,304,142,162,3,Mixed,2,Not applicable,46,53,3,8,71,28,16,Good
102505,313,1,802,396,406,3,Mixed,2,Not applicable,49,50,2,15,10,89,17,Good
102506,313,1,217,111,106,3,Mixed,2,Not applicable,51,48,2,11,62,37,25,Good
102512,313,1,178,99,79,3,Mixed,2,Not applicable,55,44,1,24,20,79,47,Good
102514,313,1,442,230,212,3,Mixed,2,Not applicable,52,48,1,10,46,53,21,Outstanding
102515,313,1,401,207,194,3,Mixed,2,Not applicable,51,48,6,18,60,39,27,Good
102519,313,1,232,115,117,3,Mixed,2,Not applicable,49,50,7,12,39,60,22,Good
102520,313,1,688,368,320,3,Mixed,2,Not applicable,53,46,3,28,36,63,29,Outstanding
102523,313,2,470,258,212,3,Mixed,1,Church of England,54,45,1,9,67,32,6,Good
102524,313,2,303,145,158,3,Mixed,1,Church of England,47,52,2,15,56,43,41,Good
102526,313,2,221,112,109,3,Mixed,4,Roman Catholic,50,49,2,5,48,50,16,Good
102527,313,2,456,239,217,3,Mixed,4,Roman Catholic,52,47,2,13,12,87,13,Good
102528,313,2,424,196,228,3,Mixed,4,Roman Catholic,46,53,0,9,67,32,11,Good
102529,313,2,208,87,121,3,Mixed,4,Roman Catholic,41,58,0,1,53,46,7,Good
102531,313,2,471,254,217,3,Mixed,4,Roman Catholic,53,46,0,12,37,62,8,Outstanding
102539,313,1,1852,983,869,3,Mixed,2,Not applicable,53,46,1,7,31,67,27,Outstanding
102545,313,2,1192,1146,46,1,Boys,4,Roman Catholic,96,3,1,9,81,18,15,Outstanding
102550,313,11,418,225,193,3,Mixed,2,Not applicable,53,46,0,14,0,0,0,Good
102554,313,7,318,237,81,3,Mixed,2,Not applicable,74,25,100,0,50,49,42,Good
102555,313,7,225,165,60,3,Mixed,2,Not applicable,73,26,99,0,57,42,43,Outstanding
102556,313,7,175,123,52,3,Mixed,2,Not applicable,70,29,85,14,32,67,28,Good
102558,313,7,62,56,6,3,Mixed,2,Not applicable,90,9,100,0,93,6,74,Outstanding
102560,314,15,127,77,50,3,Mixed,2,Not applicable,60,39,7,29,53,46,0,Outstanding
102564,314,1,475,256,219,3,Mixed,2,Not applicable,53,46,2,15,51,48,21,Good
102565,314,1,463,213,250,3,Mixed,2,Not applicable,46,54,1,14,41,58,18,Outstanding
102567,314,1,270,144,126,3,Mixed,2,Not applicable,53,46,0,9,45,54,12,Good
102568,314,1,362,174,188,3,Mixed,2,Not applicable,48,51,3,15,74,25,27,Good
102574,314,1,411,205,206,3,Mixed,2,Not applicable,49,50,6,27,65,34,20,Good
102575,314,1,316,156,160,3,Mixed,2,Not applicable,49,50,2,26,68,32,14,Outstanding
102576,314,1,390,183,207,3,Mixed,2,Not applicable,46,53,2,15,49,51,13,Outstanding
102577,314,1,304,144,160,3,Mixed,2,Not applicable,47,52,0,5,57,42,7,Good
102578,314,1,465,207,258,3,Mixed,2,Not applicable,44,55,4,8,61,37,13,Outstanding
102579,314,1,464,230,234,3,Mixed,2,Not applicable,49,50,4,13,62,37,29,Good
102580,314,1,677,341,336,3,Mixed,2,Not applicable,50,49,2,11,79,20,14,Good
102581,314,1,433,212,221,3,Mixed,2,Not applicable,49,51,3,13,54,45,23,Good
102582,314,1,489,254,235,3,Mixed,2,Not applicable,51,48,7,22,50,49,37,Good
102583,314,1,602,302,300,3,Mixed,2,Not applicable,50,49,2,12,73,26,13,Good
102585,314,2,443,213,230,3,Mixed,1,Church of England,48,51,2,10,71,28,10,Good
102586,314,2,492,265,227,3,Mixed,1,Church of England,53,46,0,6,73,26,7,Good
102587,314,2,230,109,121,3,Mixed,1,Church of England,47,52,0,5,77,22,7,Good
102588,314,2,359,180,179,3,Mixed,1,Church of England,50,49,2,6,56,43,16,Outstanding
102589,314,2,237,119,118,3,Mixed,1,Church of England,50,49,0,12,67,32,20,Good
102590,314,2,205,106,99,3,Mixed,1,Church of England,51,48,2,12,78,22,8,Good
102591,314,2,404,216,188,3,Mixed,1,Church of England,53,46,1,10,75,24,6,Good
102592,314,2,409,223,186,3,Mixed,1,Church of England,54,45,1,8,64,35,10,Good
102593,314,2,168,85,83,3,Mixed,1,Church of England,50,49,3,20,78,22,16,Good
102594,314,2,433,201,232,3,Mixed,4,Roman Catholic,46,53,1,9,55,44,8,Good
102595,314,2,415,220,195,3,Mixed,4,Roman Catholic,53,47,3,11,65,34,7,Good
102596,314,2,247,114,133,3,Mixed,4,Roman Catholic,46,53,1,6,42,57,26,Good
102604,314,5,274,148,126,3,Mixed,1,Church of England,54,46,1,6,54,46,12,Good
102626,315,1,363,197,166,3,Mixed,2,Not applicable,54,45,3,18,30,69,41,Good
102628,315,1,454,241,213,3,Mixed,2,Not applicable,53,46,3,6,64,35,6,Good
102629,315,1,309,152,157,3,Mixed,2,Not applicable,49,50,3,11,46,54,30,Good
102632,315,1,415,227,188,3,Mixed,2,Not applicable,54,45,8,14,77,22,17,Requires improvement
102633,315,1,449,208,241,3,Mixed,2,Not applicable,46,53,2,6,68,31,10,Good
102634,315,1,396,186,210,3,Mixed,2,Not applicable,47,53,2,18,67,32,18,Good
102635,315,1,364,186,178,3,Mixed,2,Not applicable,51,48,0,11,35,64,34,Good
102636,315,1,358,184,174,3,Mixed,2,Not applicable,51,48,3,21,63,36,53,Good
102638,315,1,223,118,105,3,Mixed,2,Not applicable,52,47,5,14,40,59,44,Good
102639,315,1,230,128,102,3,Mixed,2,Not applicable,55,44,2,10,69,30,7,Outstanding
102640,315,1,235,132,103,3,Mixed,2,Not applicable,56,43,4,18,62,37,44,Good
102642,315,1,417,212,205,3,Mixed,2,Not applicable,50,49,3,11,57,42,13,Good
102643,315,1,404,214,190,3,Mixed,2,Not applicable,53,47,2,18,51,48,47,Good
102644,315,1,651,317,334,3,Mixed,2,Not applicable,48,51,3,8,47,52,20,Good
102645,315,1,235,114,121,3,Mixed,2,Not applicable,48,51,5,21,27,72,42,Good
102646,315,1,329,171,158,3,Mixed,2,Not applicable,52,48,2,17,57,42,34,Good
102647,315,1,663,330,333,3,Mixed,2,Not applicable,49,50,2,6,64,35,21,Outstanding
102648,315,1,641,335,306,3,Mixed,2,Not applicable,52,47,2,5,72,27,7,Outstanding
102649,315,1,408,187,221,3,Mixed,2,Not applicable,45,54,2,13,33,66,45,Good
102652,315,1,320,158,162,3,Mixed,2,Not applicable,49,50,10,14,65,34,31,Good
102653,315,1,510,254,256,3,Mixed,2,Not applicable,49,50,9,15,51,48,36,Good
102654,315,1,418,208,210,3,Mixed,2,Not applicable,49,50,3,22,30,69,29,Good
102655,315,1,436,220,216,3,Mixed,2,Not applicable,50,49,3,16,75,24,11,Good
102656,315,1,403,206,197,3,Mixed,2,Not applicable,51,48,3,11,42,57,35,Good
102661,315,1,327,166,161,3,Mixed,2,Not applicable,50,49,1,14,48,51,46,Good
102662,315,1,695,362,333,3,Mixed,2,Not applicable,52,47,5,8,45,54,6,Outstanding
102663,315,2,339,185,154,3,Mixed,1,Church of England,54,45,3,16,55,44,34,Good
102664,315,2,186,105,81,3,Mixed,1,Church of England,56,43,2,5,82,17,12,Good
102665,315,2,438,228,210,3,Mixed,1,Church of England,52,47,3,7,67,32,10,Outstanding
102666,315,2,466,249,217,3,Mixed,1,Church of England,53,46,1,4,69,29,7,Outstanding
102667,315,2,300,162,138,3,Mixed,4,Roman Catholic,54,46,1,16,42,57,28,Good
102668,315,2,369,165,204,3,Mixed,4,Roman Catholic,44,55,3,13,62,37,21,Good
102669,315,2,488,239,249,3,Mixed,4,Roman Catholic,49,51,3,12,51,48,17,Good
102670,315,2,443,231,212,3,Mixed,4,Roman Catholic,52,47,0,9,41,58,8,Good
102671,315,2,446,213,233,3,Mixed,4,Roman Catholic,47,52,2,12,77,22,12,Good
102672,315,2,207,112,95,3,Mixed,1,Church of England,54,45,3,19,63,36,34,Good
102673,315,1,1361,0,1361,2,Girls,2,Not applicable,0,100,2,10,62,37,25,Outstanding
102674,315,1,1181,654,527,3,Mixed,2,Not applicable,55,44,6,30,68,31,41,Good
102679,315,3,1458,1458,0,1,Boys,2,Not applicable,100,0,4,10,51,48,20,Outstanding
102681,315,2,1246,1246,0,1,Boys,4,Roman Catholic,100,0,4,15,70,29,18,Good
102683,315,2,1405,4,1401,2,Girls,4,Roman Catholic,0,99,2,13,84,15,13,Good
102693,315,11,46,30,16,3,Mixed,2,Not applicable,65,34,0,10,0,0,0,Good
102694,315,10,320,216,104,3,Mixed,2,Not applicable,67,32,93,6,0,0,0,Outstanding
102697,315,7,100,70,30,3,Mixed,2,Not applicable,70,30,100,0,93,7,66,Good
102698,315,7,152,106,46,3,Mixed,2,Not applicable,69,30,100,0,51,48,52,Outstanding
102699,315,7,246,154,92,3,Mixed,2,Not applicable,62,37,100,0,69,30,53,Outstanding
102700,316,15,151,76,75,3,Mixed,2,Not applicable,50,49,0,21,46,53,0,Good
102701,316,15,139,81,58,3,Mixed,2,Not applicable,58,41,0,29,43,55,0,Outstanding
102702,316,15,147,80,67,3,Mixed,2,Not applicable,54,45,0,13,55,44,0,Outstanding
102703,316,15,116,58,58,3,Mixed,2,Not applicable,50,50,3,23,62,37,0,Outstanding
102704,316,15,198,106,92,3,Mixed,2,Not applicable,53,46,0,12,23,76,0,Outstanding
102705,316,15,179,93,86,3,Mixed,2,Not applicable,52,48,0,32,38,60,0,Outstanding
102706,316,15,142,74,68,3,Mixed,2,Not applicable,52,47,0,27,20,78,0,Good
102709,316,1,550,284,266,3,Mixed,2,Not applicable,51,48,1,10,2,97,25,Good
102710,316,1,652,330,322,3,Mixed,2,Not applicable,50,49,2,13,39,61,36,Good
102711,316,1,925,456,469,3,Mixed,2,Not applicable,49,50,3,13,33,66,25,Outstanding
102712,316,1,420,209,211,3,Mixed,2,Not applicable,49,50,2,11,31,68,38,Good
102716,316,1,624,314,310,3,Mixed,2,Not applicable,50,49,1,9,29,70,46,Good
102721,316,1,373,203,170,3,Mixed,2,Not applicable,54,45,1,25,42,57,27,Good
102722,316,1,378,193,185,3,Mixed,2,Not applicable,51,48,2,19,50,49,18,Good
102723,316,1,205,114,91,3,Mixed,2,Not applicable,55,44,0,15,31,68,40,Good
102725,316,1,444,230,214,3,Mixed,2,Not applicable,51,48,2,13,52,46,39,Good
102728,316,1,553,273,280,3,Mixed,2,Not applicable,49,50,2,11,1,97,43,Good
102729,316,1,214,111,103,3,Mixed,2,Not applicable,51,48,3,16,43,56,45,Good
102730,316,1,428,211,217,3,Mixed,2,Not applicable,49,50,2,9,49,50,39,Good
102735,316,1,222,108,114,3,Mixed,2,Not applicable,48,51,0,11,23,76,28,Good
102736,316,1,666,335,331,3,Mixed,2,Not applicable,50,49,2,11,44,56,27,Good
102740,316,1,391,209,182,3,Mixed,2,Not applicable,53,46,1,14,33,66,30,Good
102742,316,1,528,277,251,3,Mixed,2,Not applicable,52,47,1,16,21,78,41,Good
102745,316,1,238,128,110,3,Mixed,2,Not applicable,53,46,3,13,13,86,36,Good
102746,316,1,642,316,326,3,Mixed,2,Not applicable,49,50,2,9,38,60,32,Good
102748,316,1,621,308,313,3,Mixed,2,Not applicable,49,50,3,8,8,91,26,Outstanding
102751,316,1,620,298,322,3,Mixed,2,Not applicable,48,51,2,8,43,56,32,Good
102752,316,1,595,294,301,3,Mixed,2,Not applicable,49,50,5,9,44,55,37,Outstanding
102755,316,1,615,290,325,3,Mixed,2,Not applicable,47,52,1,12,7,92,33,Good
102758,316,1,373,185,188,3,Mixed,2,Not applicable,49,50,7,11,50,48,32,Requires improvement
102759,316,1,448,225,223,3,Mixed,2,Not applicable,50,49,0,11,41,58,30,Good
102763,316,1,921,501,420,3,Mixed,2,Not applicable,54,45,3,10,5,94,26,Outstanding
102764,316,3,218,121,97,3,Mixed,1,Church of England,55,44,5,11,34,64,45,Good
102765,316,3,304,133,171,3,Mixed,1,Church of England,43,56,3,12,28,70,37,Good
102766,316,2,218,104,114,3,Mixed,1,Church of England,47,52,2,11,24,75,27,Good
102773,316,2,214,97,117,3,Mixed,4,Roman Catholic,45,54,0,5,46,53,24,Good
102776,316,1,1582,968,614,3,Mixed,2,Not applicable,61,38,4,18,20,78,39,Good
102782,316,1,1496,0,1496,2,Girls,2,Not applicable,0,100,1,9,24,75,41,Good
102786,316,2,1274,82,1192,2,Girls,4,Roman Catholic,6,93,0,2,61,38,37,Outstanding
102787,316,2,1333,1213,120,1,Boys,4,Roman Catholic,91,9,1,8,47,51,35,Outstanding
102795,317,1,458,249,209,3,Mixed,2,Not applicable,54,45,3,9,53,46,22,Good
102798,317,1,902,462,440,3,Mixed,2,Not applicable,51,48,2,17,10,89,18,Outstanding
102802,317,1,714,375,339,3,Mixed,2,Not applicable,52,47,2,8,53,46,16,Good
102805,317,1,398,196,202,3,Mixed,2,Not applicable,49,50,3,10,71,28,20,Good
102806,317,1,445,202,243,3,Mixed,2,Not applicable,45,54,4,5,62,36,15,Good
102807,317,1,665,329,336,3,Mixed,2,Not applicable,49,50,2,8,15,83,18,Good
102808,317,1,409,222,187,3,Mixed,2,Not applicable,54,45,2,13,5,94,22,Good
102811,317,1,452,229,223,3,Mixed,2,Not applicable,50,49,2,21,44,55,16,Good
102812,317,1,856,461,395,3,Mixed,2,Not applicable,53,46,4,13,41,59,16,Good
102819,317,1,915,473,442,3,Mixed,2,Not applicable,51,48,1,8,26,73,18,Requires improvement
102820,317,1,600,299,301,3,Mixed,2,Not applicable,49,50,3,10,49,50,14,Good
102823,317,1,679,330,349,3,Mixed,2,Not applicable,48,51,4,8,75,24,10,Outstanding
102830,317,1,432,222,210,3,Mixed,2,Not applicable,51,48,10,12,50,49,16,Good
102831,317,1,339,168,171,3,Mixed,2,Not applicable,49,50,2,12,67,32,4,Outstanding
102832,317,1,459,246,213,3,Mixed,2,Not applicable,53,46,2,5,55,43,13,Good
102833,317,1,459,243,216,3,Mixed,2,Not applicable,52,47,3,2,29,70,10,Outstanding
102834,317,1,724,362,362,3,Mixed,2,Not applicable,50,50,2,17,18,81,25,Good
102835,317,1,675,339,336,3,Mixed,2,Not applicable,50,49,3,11,14,85,13,Outstanding
102836,317,1,674,357,317,3,Mixed,2,Not applicable,53,47,4,13,22,77,20,Good
102837,317,1,453,234,219,3,Mixed,2,Not applicable,51,48,3,13,63,36,21,Good
102838,317,1,437,222,215,3,Mixed,2,Not applicable,50,49,3,7,52,46,19,Good
102839,317,1,712,369,343,3,Mixed,2,Not applicable,51,48,2,13,44,55,7,Good
102840,317,1,854,440,414,3,Mixed,2,Not applicable,51,48,4,6,12,87,15,Good
102841,317,2,203,85,118,3,Mixed,1,Church of England,41,58,3,12,81,18,8,Outstanding
102842,317,2,450,234,216,3,Mixed,4,Roman Catholic,52,48,4,24,30,69,19,Good
102844,317,2,441,221,220,3,Mixed,4,Roman Catholic,50,49,2,3,85,14,5,Good
102845,317,2,444,213,231,3,Mixed,4,Roman Catholic,48,52,1,12,80,19,14,Outstanding
102847,317,2,215,102,113,3,Mixed,3,Other religion,47,52,3,7,70,29,12,Good
102849,317,1,1019,530,489,3,Mixed,2,Not applicable,52,48,3,14,35,64,36,Good
102850,317,1,1184,1184,0,1,Boys,2,Not applicable,100,0,0,3,27,72,11,Good
102851,317,1,1470,779,691,3,Mixed,2,Not applicable,53,47,2,10,72,26,17,Good
102852,317,1,1240,0,1240,2,Girls,2,Not applicable,0,100,0,2,31,67,10,Good
102854,317,1,1851,918,933,3,Mixed,2,Not applicable,49,50,2,12,77,22,19,Outstanding
102856,317,1,2227,1169,1058,3,Mixed,2,Not applicable,52,47,3,8,28,71,14,Outstanding
102857,317,1,1346,735,611,3,Mixed,2,Not applicable,54,45,3,5,44,55,22,Outstanding
102858,317,5,1896,970,926,3,Mixed,2,Not applicable,51,48,1,9,40,59,32,Good
102860,317,2,1641,830,811,3,Mixed,4,Roman Catholic,50,49,1,7,90,9,11,Good
102861,317,2,1003,535,468,3,Mixed,3,Other religion,53,46,2,9,63,36,22,Requires improvement
102878,317,12,196,139,57,3,Mixed,2,Not applicable,70,29,100,0,45,54,44,Good
102879,317,7,66,64,2,3,Mixed,2,Not applicable,97,3,97,3,93,6,59,Outstanding
102881,317,7,190,159,31,3,Mixed,2,Not applicable,83,16,100,0,70,30,44,Outstanding
102882,318,15,90,57,33,3,Mixed,2,Not applicable,63,36,0,0,68,31,0,Outstanding
102883,318,1,246,120,126,3,Mixed,2,Not applicable,48,51,3,8,78,21,11,Good
102884,318,1,204,107,97,3,Mixed,2,Not applicable,52,47,9,9,62,37,27,Good
102885,318,1,574,297,277,3,Mixed,2,Not applicable,51,48,3,11,69,30,13,Outstanding
102886,318,1,359,194,165,3,Mixed,2,Not applicable,54,46,6,7,73,26,15,Good
102887,318,1,447,237,210,3,Mixed,2,Not applicable,53,47,3,10,92,7,19,Good
102888,318,1,407,218,189,3,Mixed,2,Not applicable,53,46,2,8,90,9,10,Outstanding
102889,318,1,205,114,91,3,Mixed,2,Not applicable,55,44,0,9,61,39,14,Outstanding
102890,318,1,422,215,207,3,Mixed,2,Not applicable,50,49,7,11,64,35,38,Good
102891,318,1,348,184,164,3,Mixed,2,Not applicable,52,47,3,17,68,31,33,Good
102892,318,1,278,143,135,3,Mixed,2,Not applicable,51,48,3,9,69,30,17,Good
102893,318,1,233,129,104,3,Mixed,2,Not applicable,55,44,3,6,63,35,17,Good
102895,318,1,453,237,216,3,Mixed,2,Not applicable,52,47,2,4,64,35,5,Outstanding
102896,318,1,219,126,93,3,Mixed,2,Not applicable,57,42,2,9,65,34,13,Good
102897,318,1,580,294,286,3,Mixed,2,Not applicable,50,49,4,6,68,31,5,Good
102898,318,1,519,281,238,3,Mixed,2,Not applicable,54,45,7,11,74,25,25,Good
102900,318,1,286,129,157,3,Mixed,2,Not applicable,45,54,1,10,90,9,14,Good
102901,318,1,188,95,93,3,Mixed,2,Not applicable,50,49,2,6,87,12,16,Good
102902,318,1,479,238,241,3,Mixed,2,Not applicable,49,50,3,7,84,15,3,Outstanding
102903,318,1,718,375,343,3,Mixed,2,Not applicable,52,47,1,6,75,24,8,Outstanding
102904,318,1,519,261,258,3,Mixed,2,Not applicable,50,49,2,15,58,41,40,Good
102905,318,1,650,353,297,3,Mixed,2,Not applicable,54,45,2,4,69,30,11,Good
102906,318,1,607,323,284,3,Mixed,2,Not applicable,53,46,3,6,62,37,5,Good
102907,318,2,214,110,104,3,Mixed,1,Church of England,51,48,8,14,74,25,42,Good
102908,318,2,412,206,206,3,Mixed,1,Church of England,50,50,2,8,62,37,14,Outstanding
102909,318,2,203,102,101,3,Mixed,4,Roman Catholic,50,49,1,12,60,39,13,Outstanding
102910,318,2,232,118,114,3,Mixed,4,Roman Catholic,50,49,4,10,49,50,8,Outstanding
102911,318,2,229,107,122,3,Mixed,1,Church of England,46,53,4,12,64,35,14,Good
102912,318,2,465,250,215,3,Mixed,4,Roman Catholic,53,46,2,7,64,35,9,Good
102913,318,2,677,317,360,3,Mixed,4,Roman Catholic,46,53,3,6,71,28,1,Outstanding
102914,318,2,617,308,309,3,Mixed,1,Church of England,49,50,2,12,77,22,3,Outstanding
102915,318,2,415,220,195,3,Mixed,1,Church of England,53,47,2,7,83,16,6,Good
102916,318,2,187,98,89,3,Mixed,4,Roman Catholic,52,47,4,9,47,52,21,Good
102917,318,2,610,260,350,3,Mixed,1,Church of England,42,57,3,5,87,12,6,Outstanding
102918,318,2,205,99,106,3,Mixed,1,Church of England,48,51,2,11,78,21,10,Outstanding
102919,318,2,151,72,79,3,Mixed,4,Roman Catholic,47,52,2,6,78,21,6,Good
102920,318,2,439,218,221,3,Mixed,1,Church of England,49,50,1,7,83,16,4,Good
102921,318,2,395,192,203,3,Mixed,1,Church of England,48,51,3,8,72,27,9,Outstanding
102929,318,2,1036,582,454,3,Mixed,1,Church of England,56,43,4,8,80,19,19,Good
102939,318,11,217,34,183,3,Mixed,2,Not applicable,15,84,0,5,0,0,0,Outstanding
102945,318,11,864,448,416,3,Mixed,2,Not applicable,51,48,0,16,0,0,0,Good
102948,318,11,242,84,158,3,Mixed,2,Not applicable,34,65,0,1,0,0,0,Outstanding
102950,318,11,1046,544,502,3,Mixed,2,Not applicable,52,48,0,5,0,0,0,Good
102955,319,15,71,36,35,3,Mixed,2,Not applicable,50,49,0,7,70,29,0,Good
102956,319,15,109,58,51,3,Mixed,2,Not applicable,53,46,0,19,52,47,0,Outstanding
102969,319,1,779,392,387,3,Mixed,2,Not applicable,50,49,0,14,52,47,24,Good
102971,319,5,452,225,227,3,Mixed,2,Not applicable,49,50,2,8,67,32,20,Good
102975,319,1,682,321,361,3,Mixed,2,Not applicable,47,52,0,8,51,48,30,Good
102981,319,1,262,142,120,3,Mixed,2,Not applicable,54,45,3,9,46,52,13,Good
102982,319,5,580,310,270,3,Mixed,2,Not applicable,53,46,2,16,67,32,19,Good
102983,319,5,296,158,138,3,Mixed,2,Not applicable,53,46,1,16,69,30,15,Good
102984,319,1,356,176,180,3,Mixed,2,Not applicable,49,50,1,6,48,52,19,Good
102985,319,5,236,131,105,3,Mixed,2,Not applicable,55,44,3,10,77,22,3,Good
102986,319,5,258,164,94,3,Mixed,2,Not applicable,63,36,17,14,76,23,46,Good
102990,319,2,461,247,214,3,Mixed,1,Church of England,53,46,1,8,64,35,14,Good
102991,319,2,351,187,164,3,Mixed,1,Church of England,53,46,3,14,64,35,21,Good
102992,319,2,444,190,254,3,Mixed,1,Church of England,42,57,1,11,69,30,10,Good
102993,319,2,468,229,239,3,Mixed,4,Roman Catholic,48,51,1,11,61,38,6,Outstanding
102994,319,2,361,157,204,3,Mixed,4,Roman Catholic,43,56,0,15,70,29,5,Good
102995,319,2,288,137,151,3,Mixed,4,Roman Catholic,47,52,0,10,61,38,2,Good
102996,319,2,387,197,190,3,Mixed,4,Roman Catholic,50,49,2,14,59,40,22,Outstanding
102997,319,2,341,172,169,3,Mixed,4,Roman Catholic,50,49,1,14,45,54,19,Outstanding
103005,319,5,373,201,172,3,Mixed,2,Not applicable,53,46,1,13,69,30,12,Good
103009,319,2,1163,1163,0,1,Boys,4,Roman Catholic,100,0,1,13,78,20,12,Good
103013,319,2,1479,0,1479,2,Girls,4,Roman Catholic,0,100,0,11,64,35,18,Good
103025,319,12,167,120,47,3,Mixed,2,Not applicable,71,28,100,0,76,23,37,Good
103027,320,15,73,43,30,3,Mixed,2,Not applicable,58,41,2,11,45,54,0,Outstanding
103028,320,15,109,49,60,3,Mixed,2,Not applicable,45,55,4,2,76,23,0,Outstanding
103030,320,15,113,57,56,3,Mixed,2,Not applicable,50,49,3,8,51,48,0,Outstanding
103032,320,1,673,339,334,3,Mixed,2,Not applicable,50,49,2,13,31,68,23,Good
103036,320,1,466,226,240,3,Mixed,2,Not applicable,48,51,5,11,77,22,25,Good
103044,320,1,429,203,226,3,Mixed,2,Not applicable,47,52,7,20,21,78,37,Good
103048,320,1,843,427,416,3,Mixed,2,Not applicable,50,49,1,12,60,39,19,Outstanding
103052,320,1,318,175,143,3,Mixed,2,Not applicable,55,45,1,17,49,50,26,Good
103053,320,1,293,151,142,3,Mixed,2,Not applicable,51,48,3,16,50,49,31,Good
103054,320,1,467,224,243,3,Mixed,2,Not applicable,48,52,4,10,43,57,18,Good
103059,320,1,444,228,216,3,Mixed,2,Not applicable,51,48,5,19,81,18,14,Good
103060,320,1,364,183,181,3,Mixed,2,Not applicable,50,49,2,15,49,50,29,Good
131462,825,10,37,16,21,3,Mixed,2,Not applicable,43,56,97,2,0,0,0,Outstanding
103061,320,1,619,315,304,3,Mixed,2,Not applicable,50,49,2,11,56,43,23,Good
103069,320,1,179,93,86,3,Mixed,2,Not applicable,52,48,3,24,67,32,22,Outstanding
